"go_description","NES","pval","padj"
"positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",1.23497442143626,0.108658743633277,0.267276770585528
"basement membrane organization",1.32906339753856,0.109375,0.268771701388889
"pancreas development",1.29015806546167,0.110154905335628,0.270419921225323
"protein localization to microtubule organizing center",-1.34143672045637,0.11036036036036,0.270656052091696
"positive regulation of extracellular matrix organization",1.33834713430195,0.11070110701107,0.27095517990753
"renal water homeostasis",1.33666345093405,0.11070110701107,0.27095517990753
"heart valve morphogenesis",1.2928839228382,0.110915492957746,0.271211921082269
"glycerolipid biosynthetic process",1.19683764649419,0.111811023622047,0.27286296109538
"T cell differentiation",-1.16409928812827,0.111731843575419,0.27286296109538
"regulation of miRNA metabolic process",1.25358995978959,0.112456747404844,0.27416866468681
"vesicle localization",1.19719493799888,0.112676056338028,0.274433226695473
"regulation of bone remodeling",1.30865537256761,0.112903225806452,0.27464514858498
"olefinic compound metabolic process",1.23280924512041,0.112984822934233,0.27464514858498
"cell fate determination",-1.31412184682605,0.113163972286374,0.274810940542499
"multicellular organism growth",1.20433414063873,0.113452188006483,0.275241008513279
"protein localization to endoplasmic reticulum",1.33062124130827,0.113718411552347,0.275616932891548
"cellular response to xenobiotic stimulus",1.21388297426714,0.113964686998395,0.275943821793767
"mRNA modification",-1.32750776659515,0.115217391304348,0.278161284854649
"transcription by RNA polymerase III",-1.25654202667234,0.115207373271889,0.278161284854649
"nucleotide biosynthetic process",1.19653799761593,0.115015974440895,0.278161284854649
"antigen processing and presentation",-1.24022050753357,0.115384615384615,0.278293760766984
"alcohol catabolic process",1.33387707886673,0.115732368896926,0.278860970581406
"production of molecular mediator of immune response",-1.17476424745265,0.116279069767442,0.279905982326485
"aortic valve morphogenesis",1.29630056661042,0.116487455197133,0.2801353655566
"transmission of nerve impulse",1.27460505564051,0.11663807890223,0.280225530010498
"myotube differentiation",1.20485140980674,0.117073170731707,0.280998298355077
"dendrite extension",1.32327383603116,0.117328519855596,0.281338570844444
"cell junction disassembly",1.34027390847571,0.117750439367311,0.282077213068501
"neuron projection organization",1.23998090853114,0.118466898954704,0.283519332087731
"respiratory chain complex IV assembly",1.33738222693465,0.119507908611599,0.284993425378041
"response to pain",1.32176613026776,0.119349005424955,0.284993425378041
"artery morphogenesis",1.28139567258548,0.11965811965812,0.284993425378041
"primary alcohol metabolic process",1.25159428381424,0.11965811965812,0.284993425378041
"positive regulation of protein secretion",1.21728152227002,0.119205298013245,0.284993425378041
"negative regulation of reactive oxygen species metabolic process",1.33510387182115,0.12,0.285259117082534
"catecholamine secretion",1.32808773694828,0.119926199261993,0.285259117082534
"regulation of leukocyte degranulation",-1.29121279994569,0.120728929384966,0.286716738338025
"regulation of mitochondrial membrane permeability",1.27747054201453,0.12141652613828,0.288073501192068
"neuroinflammatory response",1.27209554657845,0.121783876500858,0.288668576165191
"negative regulation of ossification",1.32920663694464,0.121951219512195,0.288788882152684
"glutathione metabolic process",1.28243772697111,0.123499142367067,0.291618089269042
"response to carbohydrate",1.18742222462706,0.123417721518987,0.291618089269042
"response to oxidative stress",1.14708470110417,0.123493975903614,0.291618089269042
"tissue homeostasis",1.17579799062088,0.123809523809524,0.292072562358277
"heterophilic cell-cell adhesion",1.30236255299309,0.125220458553792,0.293431632010082
"regulation of protein targeting",1.27585071005334,0.124786324786325,0.293431632010082
"mRNA splice site recognition",-1.27471311547306,0.125284738041002,0.293431632010082
"humoral immune response",1.21492931913534,0.124789207419899,0.293431632010082
"positive regulation of lymphocyte differentiation",-1.20115740724788,0.124700239808153,0.293431632010082
"ameboidal-type cell migration",1.17598069798162,0.125198098256735,0.293431632010082
"exocytosis",1.16706587743064,0.125193199381762,0.293431632010082
"lymphocyte mediated immunity",-1.16190165708372,0.125333333333333,0.293431632010082
"cellular response to light stimulus",-1.21027125523003,0.125874125874126,0.294419461558272
"mesenchymal cell proliferation",1.27949375445918,0.126064735945486,0.294587123525441
"regulation of protein localization to cell surface",1.32264626965706,0.127177700348432,0.296907788655105
"detection of mechanical stimulus involved in sensory perception",1.31344617379729,0.128158844765343,0.298916627574157
"multivesicular body organization",1.30846891234005,0.128919860627178,0.30012640486233
"regulation of B cell mediated immunity",-1.26949591804519,0.128805620608899,0.30012640486233
"regulation of ATP-dependent activity",1.31473035242879,0.129090909090909,0.300242424242424
"regulation of carbohydrate catabolic process",1.26019860087401,0.129848229342327,0.301488577027471
"hindbrain development",-1.1731178950575,0.12987012987013,0.301488577027471
"postsynaptic neurotransmitter receptor internalization",1.298380898341,0.130052724077329,0.3016297729771
"Rho protein signal transduction",1.2074169361555,0.130645161290323,0.302437443473018
"protein depolymerization",1.1998670161935,0.130578512396694,0.302437443473018
"negative regulation of transforming growth factor beta receptor signaling pathway",1.2303246666631,0.130952380952381,0.302865590680717
"positive regulation of cell-matrix adhesion",1.26250806037488,0.131399317406143,0.303615773521471
"negative regulation of growth",1.18073239530514,0.131537242472266,0.303651211187142
"kidney morphogenesis",1.236640330176,0.132173913043478,0.304836855315359
"phospholipid biosynthetic process",1.16355455986856,0.133012820512821,0.306486285032797
"regulation of protein import into nucleus",-1.25682537637276,0.133651551312649,0.307101013544928
"epithelial cell development",1.18126774665541,0.133545310015898,0.307101013544928
"phospholipid metabolic process",1.15077497742952,0.133535660091047,0.307101013544928
"learning",1.19247232949459,0.134959349593496,0.309818636647905
"positive regulation of cartilage development",1.31058140140468,0.136363636363636,0.312463207467833
"regulation of protein binding",1.27846279727298,0.136283185840708,0.312463207467833
"lens development in camera-type eye",1.26829031743476,0.136752136752137,0.313063810291167
"B cell homeostasis",1.29433166452115,0.137184115523466,0.313214924908567
"regulation of smooth muscle contraction",1.27391903062742,0.13728813559322,0.313214924908567
"positive regulation of muscle contraction",1.2612786354632,0.137152777777778,0.313214924908567
"positive regulation of osteoblast differentiation",1.25835588191484,0.137323943661972,0.313214924908567
"leukocyte mediated cytotoxicity",-1.22035735243591,0.137767220902613,0.313936896205862
"T cell homeostasis",-1.25050334757472,0.138014527845036,0.313937193908785
"mitochondrial gene expression",-1.1570058146958,0.138020833333333,0.313937193908785
"protein methylation",-1.2719822589777,0.13849765258216,0.314156305353488
"regulation of D-glucose transmembrane transport",1.25419872655878,0.138461538461538,0.314156305353488
"negative regulation of protein-containing complex disassembly",1.24657474878847,0.13840830449827,0.314156305353488
"regulation of synaptic vesicle exocytosis",1.28168088750128,0.138888888888889,0.314755514892752
"T cell lineage commitment",1.28625598529614,0.140221402214022,0.317484838468129
"endocrine hormone secretion",1.26475711472477,0.14065180102916,0.318168503332628
"presynapse assembly",1.26380828609088,0.141592920353982,0.319815755660022
"cellular extravasation",1.24587450842937,0.141638225255973,0.319815755660022
"regulation of endocrine process",1.27831313923152,0.142355008787346,0.32087645559584
"regulation of heart growth",1.24892586014961,0.142367066895369,0.32087645559584
"synaptic transmission, glutamatergic",1.21260616294729,0.142857142857143,0.321688311688312
"endocrine pancreas development",1.27163209359784,0.144620811287478,0.325363986883817
"intermediate filament-based process",1.25498122989516,0.145945945945946,0.327942552058599
"positive regulation of neurogenesis",1.16897255593678,0.146031746031746,0.327942552058599
"synaptic membrane adhesion",1.27807973621551,0.146473779385172,0.328042994156483
"peripheral nervous system axon ensheathment",1.27653542769949,0.146473779385172,0.328042994156483
"positive regulation of fatty acid metabolic process",1.27379441623158,0.146473779385172,0.328042994156483
"regulation of Rho protein signal transduction",1.2176511397484,0.147058823529412,0.329055741537808
"microtubule organizing center localization",-1.26993678935376,0.147321428571429,0.329345829035585
"regulation of actomyosin structure organization",1.21053560885506,0.147766323024055,0.330042544752556
"negative regulation of fat cell differentiation",1.23250979449889,0.148464163822526,0.331302462872429
"positive regulation of secretion",1.14965398257366,0.149068322981366,0.332351247547115
"organic hydroxy compound transport",1.1574710676803,0.14951768488746,0.333053332253811
"leukocyte migration",1.13876388099264,0.151234567901235,0.336575044646323
"toll-like receptor signaling pathway",-1.23380630271384,0.151442307692308,0.336734825990885
"phosphatidylinositol phosphate biosynthetic process",1.2324886057079,0.15177065767285,0.337053636053063
"regulation of response to wounding",1.18617181617382,0.151857835218094,0.337053636053063
"negative regulation of muscle hypertrophy",1.26267419829231,0.152753108348135,0.338336348510938
"endoplasmic reticulum to Golgi vesicle-mediated transport",1.18723324121287,0.152845528455285,0.338336348510938
"carbohydrate homeostasis",1.15713512061723,0.152755905511811,0.338336348510938
"monoamine transport",1.24926587079468,0.153321976149915,0.339087977610124
"regulation of cell morphogenesis",1.15423091446332,0.154330708661417,0.341014420476655
"regulation of morphogenesis of a branching structure",1.22302631129452,0.154513888888889,0.34111488661121
"estrogen receptor signaling pathway",-1.24391407849719,0.154761904761905,0.341358181741085
"positive regulation of epithelial cell differentiation",-1.2339002232652,0.154963680387409,0.341499142633107
"negative regulation of endothelial cell apoptotic process",1.26437001695454,0.155234657039711,0.341792218210991
"calcium ion import across plasma membrane",1.25903654290587,0.155515370705244,0.342106192927966
"regulation of intrinsic apoptotic signaling pathway in response to DNA damage",-1.28013286777874,0.156599552572707,0.343148879300158
"positive regulation of immunoglobulin production",-1.27534689868981,0.156599552572707,0.343148879300158
"regulation of cell killing",-1.21855238527779,0.15625,0.343148879300158
"regulation of microtubule polymerization",-1.19616794046022,0.15668202764977,0.343148879300158
"type I interferon production",-1.1742327685528,0.156479217603912,0.343148879300158
"amyloid-beta clearance",-1.23396355571892,0.157043879907621,0.343637535804927
"miRNA metabolic process",1.19021403931181,0.157712305025997,0.344795568887373
"negative regulation of canonical NF-kappaB signal transduction",1.23840737183659,0.157894736842105,0.34489000278474
