"go_description","NES","pval","padj"
"regulation of Notch signaling pathway",0.930418102785073,0.599659284497445,0.76254629571308
"reactive nitrogen species metabolic process",-0.921047392071768,0.599520383693046,0.76254629571308
"postsynaptic signal transduction",-0.915039858591734,0.599099099099099,0.76254629571308
"regulation of fibroblast migration",0.910439371258995,0.599297012302285,0.76254629571308
"regulation of glycogen metabolic process",0.918232208933781,0.600355239786856,0.762996371961027
"membrane biogenesis",0.906249965847191,0.600688468158348,0.763028377245245
"embryonic camera-type eye development",0.909460265531175,0.602811950790861,0.765333266073277
"gastrulation",0.941777210934743,0.603803486529319,0.766199403756722
"ovarian follicle development",-0.907756024282449,0.605263157894737,0.767658393295066
"amino acid metabolic process",-0.953673793128473,0.605820105820106,0.767971546630707
"retinoic acid receptor signaling pathway",0.908274574220494,0.606271777003484,0.768150993165029
"forebrain generation of neurons",-0.926068165268638,0.607058823529412,0.768624916677423
"diterpenoid metabolic process",0.909097728150903,0.607266435986159,0.768624916677423
"nucleotide-sugar metabolic process",-0.903790075791665,0.608294930875576,0.769533474861492
"oligodendrocyte differentiation",-0.926495857002679,0.60981308411215,0.769881248392352
"organic cation transport",-0.925014202345224,0.609638554216868,0.769881248392352
"type I interferon-mediated signaling pathway",-0.91335528178093,0.609004739336493,0.769881248392352
"regulation of CD4-positive, alpha-beta T cell activation",0.903825060530561,0.609215017064846,0.769881248392352
"COPII-coated vesicle budding",0.907028572501871,0.611111111111111,0.771126959868682
"granulocyte migration",0.918187217271855,0.614186851211073,0.774111016707175
"retina homeostasis",0.905489175416788,0.614601018675722,0.774111016707175
"protein localization to lysosome",0.90337146653542,0.61472602739726,0.774111016707175
"monosaccharide catabolic process",0.901336346595351,0.614065180102916,0.774111016707175
"response to light stimulus",-0.951266660638312,0.61624649859944,0.774501534299967
"retina development in camera-type eye",-0.945010865242968,0.616966580976864,0.774501534299967
"regulation of intracellular transport",0.944438796300427,0.616954474097331,0.774501534299967
"negative regulation of protein localization",0.941469409429427,0.617224880382775,0.774501534299967
"T cell mediated immunity",0.919663429811541,0.615652173913043,0.774501534299967
"replacement ossification",-0.913102819349407,0.616926503340757,0.774501534299967
"blastocyst formation",-0.908060822801652,0.615751789976134,0.774501534299967
"necroptotic process",0.900271101644169,0.620209059233449,0.777852070744939
"protein autophosphorylation",-0.928620211644453,0.621026894865526,0.778483612642666
"somite development",-0.921382409011519,0.62200956937799,0.779095534180022
"apoptotic process involved in development",0.899272485560072,0.622144112478032,0.779095534180022
"rhythmic process",-0.956839061155288,0.622905027932961,0.779654246685166
"aldehyde metabolic process",-0.922427822188001,0.623809523809524,0.780392015392015
"negative regulation of neuron differentiation",0.901294081355668,0.625423728813559,0.781621885101507
"response to amine",-0.89952675131841,0.625292740046838,0.781621885101507
"smoothened signaling pathway",-0.938077173941379,0.627249357326478,0.78196887700978
"regulation of epithelial cell differentiation",0.931266901444708,0.629139072847682,0.78196887700978
"regulation of response to endoplasmic reticulum stress",-0.913688763888833,0.628019323671498,0.78196887700978
"mitochondrial fusion",0.900661497455479,0.628774422735346,0.78196887700978
"metanephric nephron development",0.896044044208287,0.629173989455185,0.78196887700978
"protein O-linked glycosylation via N-acetyl-galactosamine",0.895698869215591,0.629173989455185,0.78196887700978
"icosanoid transport",-0.891829391861918,0.62877030162413,0.78196887700978
"regulation of calcium ion-dependent exocytosis",-0.889856015611618,0.628378378378378,0.78196887700978
"enteroendocrine cell differentiation",0.888179664696818,0.627306273062731,0.78196887700978
"photoreceptor cell development",-0.886074699859948,0.626398210290828,0.78196887700978
"defense response to Gram-negative bacterium",-0.884556506736151,0.626398210290828,0.78196887700978
"response to fibroblast growth factor",0.92836745275662,0.630849220103986,0.783657732295674
"glycoprotein metabolic process",-0.950135136295305,0.63265306122449,0.785504577770958
"regulation of oligodendrocyte differentiation",-0.88896481607614,0.635103926096998,0.788152517506144
"adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",-0.941578028928591,0.637362637362637,0.790226716323714
"regulation of DNA damage response, signal transduction by p53 class mediator",-0.885895278283696,0.637413394919169,0.790226716323714
"cellular response to glucose starvation",0.893639068018444,0.638983050847458,0.791553962900506
"negative regulation of intracellular transport",0.892739482101918,0.639123102866779,0.791553962900506
"chondrocyte development",0.890611249115688,0.639718804920914,0.791895791998553
"negative regulation of cell growth",0.926819539933379,0.640194489465154,0.792088786416177
"Ras protein signal transduction",0.923992541517202,0.640545144804089,0.79212697138279
"viral release from host cell",0.874952014264644,0.641952983725136,0.7934718266902
"modified amino acid biosynthetic process",-0.880814200016496,0.642857142857143,0.794193088706804
"cellular response to biotic stimulus",-0.935469285710067,0.644562334217507,0.794266658115821
"positive regulation of intracellular transport",-0.924723800805734,0.643979057591623,0.794266658115821
"negative regulation of leukocyte cell-cell adhesion",0.921328277503556,0.644518272425249,0.794266658115821
"cytoplasmic pattern recognition receptor signaling pathway",0.918590332027468,0.644012944983819,0.794266658115821
"nerve development",0.901452659348866,0.643598615916955,0.794266658115821
"motile cilium assembly",0.895562521417576,0.645161290322581,0.794266658115821
"negative regulation of response to endoplasmic reticulum stress",0.889334748969529,0.645051194539249,0.794266658115821
"cell-cell adhesion mediated by cadherin",0.895207969566486,0.646757679180887,0.795836448748663
"regeneration",0.923766340772084,0.648387096774194,0.796748875887101
"endoplasmic reticulum organization",0.91617080481169,0.648464163822526,0.796748875887101
"phosphatidylcholine metabolic process",-0.905194346192358,0.648456057007126,0.796748875887101
"lipoprotein metabolic process",0.89760905406123,0.64878892733564,0.796752688651651
"pigmentation",0.919113421526846,0.649913344887348,0.797738035325055
"negative regulation of defense response",0.928731674559895,0.652582159624413,0.800281396560709
"chemical synaptic transmission, postsynaptic",0.914956802775531,0.652631578947368,0.800281396560709
"acute inflammatory response",0.896501880229424,0.654044750430293,0.801617440284926
"T cell apoptotic process",-0.875971560343029,0.654377880184332,0.80162908467685
"spleen development",0.893142607033113,0.655913978494624,0.803113655329304
"regulation of platelet aggregation",-0.893529202247224,0.656521739130435,0.803460646159134
"glycerolipid catabolic process",0.885440509153241,0.656946826758148,0.803583846854287
"L-amino acid transport",0.900509334682559,0.657534246575342,0.80365960435028
"photoreceptor cell maintenance",0.885865704308891,0.657657657657658,0.80365960435028
"biological process involved in intraspecies interaction between organisms",0.880765226654,0.658662092624357,0.804490139758645
"negative regulation of T cell proliferation",0.877765895655156,0.659322033898305,0.804899299145442
"positive regulation of cell growth",0.915721372101393,0.660714285714286,0.805804670464936
"negative regulation of cell junction assembly",-0.86836893001947,0.660592255125285,0.805804670464936
"morphogenesis of an epithelial sheet",0.883462637093899,0.661458333333333,0.806315104166667
"lymphocyte homeostasis",-0.895354071970041,0.661870503597122,0.806420677525859
"ruffle organization",-0.880722138612668,0.662621359223301,0.806938597244895
"organic anion transport",0.931077054233626,0.664133738601824,0.808054222686747
"cellular response to molecule of bacterial origin",0.91781495545844,0.664516129032258,0.808054222686747
"androgen receptor signaling pathway",0.875563799971607,0.664347826086957,0.808054222686747
"negative regulation of proteasomal protein catabolic process",0.881201676843552,0.666095890410959,0.809180735923465
"positive regulation of BMP signaling pathway",0.874084364055698,0.666080843585237,0.809180735923465
"presynaptic modulation of chemical synaptic transmission",-0.883413245072544,0.667391304347826,0.810356990622336
"regulation of postsynaptic membrane potential",0.912508274361837,0.667774086378738,0.810424503655136
"regulation of coagulation",0.887582022119105,0.670774647887324,0.81366738629623
"synaptic vesicle transport",0.877996628311129,0.6723259762309,0.815149996634331
"homeostasis of number of cells within a tissue",-0.865727396054662,0.672853828306265,0.81539086727721
"regulation of leukocyte differentiation",-0.937354075536213,0.674220963172805,0.816648081065544
"regulation of acute inflammatory response",-0.883237271820434,0.674778761061947,0.816924238098946
"mRNA transcription",-0.87524165852752,0.675417661097852,0.817298264064182
"regulation of MAP kinase activity",0.875420215678848,0.675814751286449,0.817379462371355
"lipoprotein biosynthetic process",0.865322928540889,0.676975945017182,0.81838429273185
"type II interferon production",0.886264936161613,0.678200692041522,0.819464933749683
"placenta development",0.914356286077069,0.67862969004894,0.819583492077632
"protein localization to cell junction",0.893936716751864,0.679595278246206,0.819926243755062
"superoxide metabolic process",-0.885337290480121,0.679706601466993,0.819926243755062
"negative regulation of leukocyte apoptotic process",-0.856130852257564,0.679906542056075,0.819926243755062
"heparan sulfate proteoglycan biosynthetic process",-0.861373348146276,0.681093394077449,0.820957828287027
"anterior/posterior axis specification",-0.859397175966927,0.684466019417476,0.824621755883797
"non-motile cilium assembly",0.874514918829402,0.685470085470085,0.825200620720249
"positive regulation of cell-substrate junction organization",0.853056648731936,0.685612788632327,0.825200620720249
"negative regulation of cell development",0.918487788567589,0.686708860759494,0.825687691121765
"ventricular septum development",0.887561732956519,0.687179487179487,0.825687691121765
"negative regulation of lymphocyte differentiation",-0.882760882104917,0.687350835322196,0.825687691121765
"programmed necrotic cell death",-0.867936748757363,0.687350835322196,0.825687691121765
"negative regulation of protein catabolic process",0.894526862642161,0.688356164383562,0.826494531836201
"transepithelial transport",0.865758066212763,0.690017513134851,0.828087877923947
"innate immune response activating cell surface receptor signaling pathway",0.86998821828775,0.694158075601375,0.832250509808618
"positive regulation of B cell proliferation",-0.848655702002458,0.69392523364486,0.832250509808618
"skin development",0.916108340241231,0.695439739413681,0.833383761261581
"negative regulation of microtubule polymerization or depolymerization",-0.856515030682161,0.695852534562212,0.833475207016731
"cytoskeleton-dependent intracellular transport",0.913453254502477,0.696682464454976,0.834065956720627
"TORC1 signaling",0.888210730749298,0.69814502529511,0.834606770104241
"cytoplasmic microtubule organization",0.87061489040676,0.697792869269949,0.834606770104241
"positive regulation of T cell mediated immunity",0.868345508412959,0.697916666666667,0.834606770104241
"stem cell differentiation",0.914785740600201,0.699212598425197,0.83547979078592
"amyloid precursor protein metabolic process",0.87931603258321,0.702886247877759,0.839464433940795
"regulation of proteolysis",-0.937098284348031,0.704022988505747,0.840188724622687
"cell chemotaxis",0.911315188663311,0.705128205128205,0.840188724622687
"transition metal ion transport",-0.884921208527345,0.705188679245283,0.840188724622687
"molting cycle process",0.877184771627758,0.704347826086957,0.840188724622687
"positive regulation of interferon-beta production",-0.8447699334717,0.704805491990847,0.840188724622687
"response to estrogen",0.859169051558283,0.706281833616299,0.840278627217854
"positive regulation of receptor-mediated endocytosis",0.852958015687284,0.706086956521739,0.840278627217854
"regulation of androgen receptor signaling pathway",0.843369415479461,0.705776173285199,0.840278627217854
"epidermal cell differentiation",-0.914147905796975,0.70694087403599,0.840280562915551
"regulation of neural precursor cell proliferation",0.876883436282786,0.707979626485569,0.840280562915551
"ceramide biosynthetic process",-0.872294320816293,0.707434052757794,0.840280562915551
"granulocyte chemotaxis",0.86692708358587,0.707979626485569,0.840280562915551
"protein localization to synapse",0.864332519065492,0.707612456747405,0.840280562915551
"cellular pigmentation",0.86382936379155,0.708620689655172,0.840638624653191
"central nervous system projection neuron axonogenesis",0.848361013023873,0.709090909090909,0.84079376822316
"CD4-positive, alpha-beta T cell activation",0.882235764164757,0.709677419354839,0.841086587436333
"negative regulation of TORC1 signaling",0.851169474161935,0.710120068610635,0.841208708727184
"phospholipid dephosphorylation",0.848893492229328,0.713532513181019,0.844847053130681
"sterol transport",0.886528587785186,0.714038128249567,0.845041779108541
"regulation of leukocyte chemotaxis",0.865224750874922,0.715017064846416,0.845796212810207
"regulation of fibroblast growth factor receptor signaling pathway",0.835958826056237,0.716606498194946,0.847271740347914
"positive regulation of morphogenesis of an epithelium",0.844635910881807,0.718181818181818,0.848595810759397
"granulocyte differentiation",0.834643598440828,0.71841155234657,0.848595810759397
"regulation of oxidative stress-induced intrinsic apoptotic signaling pathway",0.844986066453705,0.718804920913884,0.848655762203856
"membrane protein ectodomain proteolysis",0.855554758106474,0.720070422535211,0.849340207914151
"salivary gland development",0.842350919939556,0.719789842381786,0.849340207914151
"positive regulation of membrane permeability",0.853291339554104,0.720486111111111,0.849426033899201
"chloride transport",0.863612913633601,0.72108843537415,0.849731710000842
"establishment of protein localization to endoplasmic reticulum",0.837754231079654,0.721739130434783,0.850094068514958
"icosanoid metabolic process",0.866393342117987,0.723076923076923,0.851264989763089
"negative regulation of proteolysis",0.877559940138562,0.723440134907251,0.851287987726965
"ear development",0.902749752523022,0.725521669341894,0.853331991908771
"intracellular pH reduction",0.839282973015769,0.727272727272727,0.854985546015446
"negative regulation of striated muscle cell differentiation",0.839299060494473,0.730297723292469,0.858134468973172
"interleukin-6 production",-0.876852230094395,0.731764705882353,0.859450534125457
"negative regulation of immune response",0.888633721792052,0.7328,0.859514918690451
"isoprenoid metabolic process",-0.871296871900742,0.732860520094563,0.859514918690451
"negative regulation of coagulation",0.846822095558765,0.732638888888889,0.859514918690451
"regulation of protein transport",0.917615987951209,0.733637747336377,0.860019261785237
"positive regulation of catalytic activity",-0.922248116798525,0.734246575342466,0.860325812262672
"antiviral innate immune response",0.853872320526439,0.735915492957746,0.861348214332403
"regulation of hippo signaling",-0.839954514738616,0.735714285714286,0.861348214332403
"protein-containing complex remodeling",0.818811173359926,0.736162361623616,0.861348214332403
"positive regulation of proteasomal protein catabolic process",-0.885248920065577,0.737980769230769,0.862660861436817
"thymus development",-0.831129734434468,0.737704918032787,0.862660861436817
"response to tumor cell",0.832997170024389,0.738675958188153,0.863066202090592
"microtubule-based transport",0.897092353477356,0.741269841269841,0.86568854164328
"spinal cord development",-0.874014544419334,0.743467933491686,0.867437621883612
"hematopoietic stem cell differentiation",-0.843414749771504,0.743303571428571,0.867437621883612
"regulation of kinase activity",0.899024143348335,0.74685534591195,0.869781406930611
"positive regulation of apoptotic signaling pathway",-0.885094530129354,0.746192893401015,0.869781406930611
"mesoderm development",0.870542359336955,0.746688741721854,0.869781406930611
"neutral lipid biosynthetic process",-0.821940970049788,0.747203579418344,0.869781406930611
"ganglioside metabolic process",0.805233410362873,0.747232472324723,0.869781406930611
"positive regulation of hemopoiesis",-0.892516203130838,0.748051948051948,0.870326291838739
"ferroptosis",0.821142567890364,0.748643761301989,0.870605913964801
"regulation of cell size",0.87811910227058,0.7491961414791,0.870839438030845
"negative regulation of peptide secretion",0.824349092373877,0.752613240418119,0.874401030260638
"positive regulation of kinase activity",0.859689077248911,0.753719008264463,0.875092515132645
"xenobiotic transport",-0.819028986810549,0.753914988814318,0.875092515132645
"regulation of proteasomal ubiquitin-dependent protein catabolic process",-0.877471025477135,0.755667506297229,0.876715884355146
"regulation of regulated secretory pathway",-0.871338216445014,0.756626506024096,0.877222885645913
"retina morphogenesis in camera-type eye",0.829938904285781,0.75716694772344,0.877222885645913
"neuroepithelial cell differentiation",-0.810148792039556,0.757009345794392,0.877222885645913
"regulation of hemopoiesis",0.903103228552803,0.762996941896025,0.879494264939716
"mechanoreceptor differentiation",-0.861646955136631,0.76271186440678,0.879494264939716
"postsynapse assembly",-0.859640349987633,0.761124121779859,0.879494264939716
"positive regulation of DNA-templated transcription, elongation",-0.851206939420331,0.76303317535545,0.879494264939716
"positive regulation of lipid transport",0.839173079359936,0.762323943661972,0.879494264939716
"hippo signaling",0.837512831959488,0.762975778546713,0.879494264939716
"positive regulation of Notch signaling pathway",0.820351466756878,0.761061946902655,0.879494264939716
"neuromuscular process controlling balance",0.818617253331653,0.759795570698467,0.879494264939716
"negative regulation of leukocyte mediated immunity",0.809560288453803,0.762886597938144,0.879494264939716
"exocrine system development",0.808878716449094,0.762886597938144,0.879494264939716
"glycosaminoglycan biosynthetic process",0.797896645808184,0.759927797833935,0.879494264939716
"GO:1903052",0.857806047357226,0.765676567656766,0.88090146683038
"lamellipodium assembly",0.835719229935199,0.764705882352941,0.88090146683038
"keratinocyte proliferation",0.818148575720642,0.765217391304348,0.88090146683038
"negative regulation of calcium ion transmembrane transport",0.800066219015793,0.765454545454545,0.88090146683038
"regulation of neuron differentiation",-0.895502294648241,0.766233766233766,0.881133258570585
"lymphocyte migration",0.840551146609282,0.767123287671233,0.8817468137177
"positive regulation of interleukin-12 production",-0.819008993922854,0.76837416481069,0.882774956510241
"central nervous system neuron development",0.838310247521288,0.770034843205575,0.883044586398245
"response to monoamine",0.829448450446731,0.76962457337884,0.883044586398245
"regulation of ruffle assembly",-0.820466149132723,0.769911504424779,0.883044586398245
"regulation of lymphocyte migration",0.812529003812304,0.770017035775128,0.883044586398245
"digestive system process",0.834491793218011,0.771084337349398,0.883748902414794
"plasma lipoprotein particle clearance",-0.810341578689284,0.771362586605081,0.883748902414794
"intracellular protein transmembrane transport",0.807371870958568,0.773519163763066,0.885400632458926
"regulation of hormone metabolic process",-0.802598165763757,0.773364485981308,0.885400632458926
"myeloid cell activation involved in immune response",-0.846518037470678,0.774346793349169,0.885529550842978
"sterol biosynthetic process",0.834538624809234,0.774137931034483,0.885529550842978
"establishment of tissue polarity",-0.818552348760563,0.776785714285714,0.88790872832751
"embryonic organ morphogenesis",0.886919743862584,0.778471138845554,0.889424820535257
"neuron projection guidance",0.883462791988249,0.778830963665087,0.889425678653029
"fibroblast growth factor receptor signaling pathway",0.839278785338435,0.780276816608997,0.890305641138072
"negative regulation of signal transduction by p53 class mediator",-0.811656495995352,0.780320366132723,0.890305641138072
"digestive system development",-0.867865814090377,0.780856423173804,0.890507071915981
"interleukin-12 production",0.822476021016279,0.78125,0.890545904279797
"negative regulation of extrinsic apoptotic signaling pathway via death domain receptors",0.791799875384013,0.783001808318264,0.892132235144591
"negative regulation of ubiquitin-dependent protein catabolic process",-0.803740066795824,0.784841075794621,0.893816710226794
"homeostasis of number of cells",0.896235561861505,0.785932721712538,0.894379836401541
"hair cell differentiation",-0.809258331486489,0.786057692307692,0.894379836401541
"regulation of response to cytokine stimulus",0.864761277878858,0.787781350482315,0.894808920610077
"intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress",-0.838046246630117,0.790094339622642,0.894808920610077
"regulation of plasma lipoprotein particle levels",0.828468448019516,0.78974358974359,0.894808920610077
"ventral spinal cord development",-0.8126590557698,0.787946428571429,0.894808920610077
"actin nucleation",0.808059271798653,0.78920741989882,0.894808920610077
"negative regulation of protein secretion",-0.801550828292628,0.787286063569682,0.894808920610077
"regulation of microtubule-based movement",-0.797730179248649,0.788288288288288,0.894808920610077
"positive regulation of animal organ morphogenesis",0.789572142728182,0.787346221441125,0.894808920610077
"synaptic vesicle membrane organization",0.788007796393623,0.789103690685413,0.894808920610077
"maternal placenta development",0.778329193681163,0.790408525754885,0.894808920610077
"peptidyl-threonine phosphorylation",0.778136709512947,0.790408525754885,0.894808920610077
"phagosome maturation",0.784781383357881,0.791512915129151,0.895649835895344
"intestinal absorption",0.787164539170034,0.792043399638336,0.895840867992767
"zinc ion transport",-0.806022124399031,0.792410714285714,0.895847256634283
"extracellular transport",0.801241488251829,0.792920353982301,0.896014469349525
"negative regulation of hydrolase activity",-0.797164729435209,0.793478260869565,0.896236047502924
"positive regulation of G protein-coupled receptor signaling pathway",-0.797410183519929,0.79445727482679,0.896932848562424
"negative regulation of axon extension",0.783329652933043,0.79520295202952,0.897365700308484
"inorganic anion transport",0.845397957803169,0.795918367346939,0.897764023642244
"circadian regulation of gene expression",0.823943116036162,0.800347222222222,0.902348688868659
"regulation of vesicle fusion",-0.794420640065735,0.800884955752212,0.902544147132953
"symbiont entry into host",0.837323033059593,0.802325581395349,0.903756464354834
"regulation of granulocyte chemotaxis",0.785239132085297,0.80385288966725,0.9050652762299
"rescue of stalled cytosolic ribosome",0.78795172319704,0.810810810810811,0.912136200292224
"negative regulation of microtubule depolymerization",-0.779324448155011,0.810869565217391,0.912136200292224
"neuron maturation",0.793191210980423,0.811320754716981,0.912229464109833
"tight junction organization",-0.831411143960638,0.811764705882353,0.912314508380485
"positive regulation of synapse assembly",0.805678687927968,0.813993174061433,0.913989615661909
"regulation of hematopoietic progenitor cell differentiation",0.786442902398,0.813708260105448,0.913989615661909
"synapse assembly",0.870296708739838,0.815217391304348,0.914554852841002
"homophilic cell-cell adhesion",0.842988395866132,0.815235008103728,0.914554852841002
"positive regulation of proteasomal ubiquitin-dependent protein catabolic process",0.813864404747503,0.816780821917808,0.915874194608606
"protein localization to postsynapse",0.786393163562566,0.81786941580756,0.916679883690193
"aminoglycan biosynthetic process",-0.788181688674577,0.819221967963387,0.917780558410361
"negative regulation of response to cytokine stimulus",0.812726425787444,0.821799307958478,0.920251756696722
"regulation of cell shape",0.828271050210529,0.822950819672131,0.920895052499854
"protein acetylation",0.767278261872627,0.823117338003503,0.920895052499854
"amyloid precursor protein catabolic process",0.798206773824448,0.824232081911263,0.921725899275033
"response to vitamin D",0.761692849817169,0.825454545454545,0.922676403019363
"negative regulation of organelle assembly",-0.778382998230872,0.826190476190476,0.92308245806216
"cilium movement",-0.8770251726472,0.827956989247312,0.923390122631964
"branching morphogenesis of an epithelial tube",0.838066417113041,0.82741935483871,0.923390122631964
"positive regulation of neuron apoptotic process",0.788255358862875,0.827645051194539,0.923390122631964
"response to interferon-beta",-0.770621878373661,0.827433628318584,0.923390122631964
"erythrocyte development",-0.780969618090222,0.831408775981524,0.926553125760822
"substantia nigra development",0.77826215128212,0.831541218637993,0.926553125760822
"regulation of alpha-beta T cell activation",-0.827237028874133,0.832535885167464,0.927244328938763
"microtubule bundle formation",0.820034002626937,0.834494773519164,0.927757429985175
"cellular response to type II interferon",0.803690415622375,0.833910034602076,0.927757429985175
"regulation of homotypic cell-cell adhesion",0.782545196333854,0.834215167548501,0.927757429985175
"Fc receptor signaling pathway",-0.77051097074291,0.834451901565996,0.927757429985175
"positive regulation of leukocyte proliferation",-0.839952388343435,0.834928229665072,0.927822891377471
"lymphocyte apoptotic process",-0.817668241626542,0.837264150943396,0.929168146006627
"positive regulation of non-canonical NF-kappaB signal transduction",-0.776648517321151,0.836538461538462,0.929168146006627
"regulation of T cell migration",0.759532767271098,0.837127845884413,0.929168146006627
"regulation of transcription by RNA polymerase III",-0.775800224417767,0.838337182448037,0.929942320162914
"B cell activation",-0.879877285531265,0.840220385674931,0.931614098172249
"negative regulation of intracellular steroid hormone receptor signaling pathway",-0.77229959026351,0.841013824884793,0.932076619346591
"peptidyl-lysine modification",-0.84640305796227,0.842639593908629,0.933043484180454
"negative regulation of leukocyte proliferation",0.798579152359773,0.842560553633218,0.933043484180454
"positive regulation of proteolysis",0.843687192918232,0.843800322061192,0.933911259046279
"forebrain neuron development",0.740868143626798,0.844765342960289,0.934561748330789
"specification of symmetry",-0.847048322038204,0.845360824742268,0.934803019145803
"somitogenesis",-0.812922175830766,0.846698113207547,0.935218605446377
"negative regulation of axonogenesis",0.769079389733971,0.847079037800687,0.935218605446377
"response to arsenic-containing substance",0.750571523710047,0.846863468634686,0.935218605446377
"GO:0032088",0.738891389072203,0.847246891651865,0.935218605446377
"amyloid-beta metabolic process",0.763596701014328,0.84822934232715,0.935886004874989
"regulation of myelination",0.763823036038578,0.848857644991213,0.936162238042402
"regulation of syncytium formation by plasma membrane fusion",-0.780054122079445,0.850356294536817,0.937397659798708
"tube formation",-0.862827078612329,0.850785340314136,0.937453419910194
"alpha-beta T cell activation",0.829300998917214,0.852032520325203,0.937576433960697
"inner ear morphogenesis",0.806139059968567,0.85191637630662,0.937576433960697
"keratinocyte differentiation",0.797967406825481,0.85191637630662,0.937576433960697
"peptidyl-amino acid modification",0.87194828015479,0.853881278538813,0.93789378665245
"translational elongation",0.797526165319256,0.853700516351119,0.93789378665245
"regulation of defense response to virus",-0.780802744971356,0.853300733496333,0.93789378665245
"regulation of mitochondrial gene expression",-0.761948850581586,0.854214123006834,0.93789378665245
"regulation of macrophage activation",0.76058407405095,0.854130052724077,0.93789378665245
"molting cycle",0.805676670694013,0.855148342059337,0.938503519397863
"negative regulation of type I interferon production",0.75559914008446,0.855633802816901,0.938620429396574
"membrane protein proteolysis",0.765280941493892,0.857876712328767,0.940278061585375
"regulation of synaptic transmission, GABAergic",0.727065106915699,0.857904085257549,0.940278061585375
"apical junction assembly",0.781045935500848,0.859375,0.941400388200748
"stress-activated protein kinase signaling cascade",0.760402309844218,0.860068259385666,0.941400388200748
"tetrapyrrole biosynthetic process",0.736863021777693,0.86,0.941400388200748
"bone development",0.837425911439302,0.862838915470494,0.941637102056333
"camera-type eye morphogenesis",-0.827225690331644,0.861182519280206,0.941637102056333
"vacuolar localization",0.790048690040756,0.863013698630137,0.941637102056333
"mammary gland epithelium development",0.789826647299675,0.862676056338028,0.941637102056333
"regulation of lamellipodium assembly",-0.749219019398596,0.863325740318907,0.941637102056333
"vacuolar acidification",0.747794262400386,0.862369337979094,0.941637102056333
"dopaminergic neuron differentiation",0.735049503987986,0.861818181818182,0.941637102056333
"negative regulation of interleukin-6 production",-0.718474351677066,0.86304347826087,0.941637102056333
"inner ear auditory receptor cell differentiation",-0.746108666282334,0.863849765258216,0.941793956225617
"regulation of nitric oxide metabolic process",-0.748321797283394,0.864406779661017,0.941986622622235
"intracellular iron ion homeostasis",-0.799198791840328,0.865707434052758,0.942989144304609
"negative regulation of apoptotic signaling pathway",-0.859089477176528,0.868421052631579,0.945529207634471
"bicellular tight junction assembly",0.756773398717356,0.869491525423729,0.945863200911101
"walking behavior",0.74217118692089,0.869337979094077,0.945863200911101
"natural killer cell activation",0.740032670941197,0.870151770657673,0.946165906900375
"negative regulation of protein localization to nucleus",0.743890731015519,0.87170474516696,0.947438637024379
"cellular response to alcohol",0.780302169412994,0.872822299651568,0.947991896103265
"regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway",-0.747278424570918,0.8729792147806,0.947991896103265
"regulation of tumor necrosis factor-mediated signaling pathway",0.785579516593707,0.873702422145329,0.948361481005249
"regulation of adaptive immune response",0.815529046045168,0.87479674796748,0.949133396721615
"positive regulation of interleukin-8 production",-0.742070770476275,0.875586854460094,0.949574710375505
"pattern specification process",-0.895568925358428,0.87719298245614,0.949866145720281
"positive regulation of molecular function",0.866275727421527,0.879336349924585,0.949866145720281
"T cell proliferation",0.809263698472512,0.880064829821718,0.949866145720281
"hematopoietic or lymphoid organ development",0.785294439033123,0.876712328767123,0.949866145720281
"secretory granule organization",-0.776561865033647,0.877934272300469,0.949866145720281
"regulation of substrate adhesion-dependent cell spreading",0.745510424426821,0.877796901893287,0.949866145720281
"positive regulation of substrate adhesion-dependent cell spreading",0.744831707742078,0.879928315412186,0.949866145720281
"modified amino acid transport",0.742604735133266,0.880070546737213,0.949866145720281
"DNA catabolic process",0.729181901039579,0.880073800738007,0.949866145720281
"epithelial tube branching involved in lung morphogenesis",-0.718149309619535,0.87750556792873,0.949866145720281
"cellular component disassembly involved in execution phase of apoptosis",-0.707332062889045,0.879732739420935,0.949866145720281
"interleukin-8 production",0.738610526652591,0.880546075085324,0.949961945987085
"response to endoplasmic reticulum stress",-0.866922716374945,0.88135593220339,0.950008113171365
"regulation of extrinsic apoptotic signaling pathway in absence of ligand",-0.751274502608221,0.881006864988558,0.950008113171365
"vesicle cytoskeletal trafficking",0.757008151076845,0.881944444444444,0.950228964283988
"regulation of B cell proliferation",0.747161968787676,0.88336192109777,0.951342381982251
"regulation of Ras protein signal transduction",0.743043546810427,0.883959044368601,0.951571730943513
"liposaccharide metabolic process",-0.813875153944919,0.885085574572127,0.951956998790777
"positive regulation of neural precursor cell proliferation",-0.733959356154322,0.884792626728111,0.951956998790777
"sensory organ morphogenesis",0.834321929038984,0.891338582677165,0.952310478424154
"skeletal system morphogenesis",0.825248993271912,0.886762360446571,0.952310478424154
"ERAD pathway",-0.812309619622372,0.89,0.952310478424154
"midbrain development",-0.792367420522775,0.890736342042755,0.952310478424154
"positive regulation of exocytosis",0.774021238609769,0.885813148788927,0.952310478424154
"regulation of dendrite development",0.770243156007754,0.892857142857143,0.952310478424154
"synaptic vesicle localization",0.764813511455521,0.893103448275862,0.952310478424154
"amino acid import across plasma membrane",0.752655126267688,0.892173913043478,0.952310478424154
